Project,Capacity,Item No.,PO Number,Description,Supplier,Milestone,Milestone %,Amount Due (Commitment),Contract (ex-VAT),VAT 7%,Contract (incl. VAT),Invoice No.,Invoice Date,Invoice Value,Paid,Invoice Balance,Not Yet Invoiced,Paid Date,Planned Date,Payment Amount
Naresuan University,12 MW,AT8,,Air Ticket to Naresuan Project 25 Apr 2025,K.Niramon,Expense,,,"8,150.00",,"8,150.00",,05/01/2025,"8,150.00","8,150.00",,,05/01/2025,,"8,150.00"
Naresuan University,12 MW,AT9,,Air Ticket to Naresuan Project 25 Apr 2025,K.Thitima,Expense,,,"8,150.00",,"8,150.00",,05/01/2025,"8,150.00","8,150.00",,,05/01/2025,,"8,150.00"
Naresuan University,12 MW,AT10,,Air Ticket to Naresuan Project 3 July 2025,K.Nakkarin,Expense,,,"7,450.00",,"7,450.00",,08/01/2025,"7,450.00","7,450.00",,,08/01/2025,,"7,450.00"
Naresuan University,12 MW,AT11,,Air Ticket to Naresuan Project 3 July 2025,K.Chaweng,Expense,,,"6,650.00",,"6,650.00",,08/02/2025,"6,650.00","6,650.00",,,08/01/2025,,"6,650.00"
Naresuan University,12 MW,AT12,,Air Ticket BKK to PHS Naresuan Project 15 Aug 2025,"K.Niramon, K.Thitima",Expense,,,"6,800.00",,"6,800.00",,09/01/2025,"6,800.00","6,800.00",,,09/01/2025,,"6,800.00"
Naresuan University,12 MW,AT12,,Air Ticket PHS to BKK Naresuan Project 16 Aug 2025,"K.Niramon, K.Thitima",Expense,,,"8,600.00",,"8,600.00",,09/01/2025,"8,600.00","8,600.00",,,09/01/2025,,"8,600.00"
Naresuan University,12 MW,AT12,,Air Ticket to Naresuan Project 15 Aug - 18 Aug 2025,K. Suraphol,Expense,,,"6,900.00",,"6,900.00",,09/01/2025,"6,900.00","6,900.00",,,09/01/2025,,"6,900.00"
Naresuan University,12 MW,AT13,,Air Ticket to Naresuan Project DMK-PHS 9 Sep 2025,"K. Surapho, K.Nateekarn, K.Niramon",Expense,,,"8,955.00",,"8,955.00",,10/01/2025,"8,955.00","8,955.00",,,10/01/2025,,"8,955.00"
Naresuan University,12 MW,AT14,,Air Ticket to Naresuan Project PHS-DMK 10 Sp 2025,"K. Surapho, K.Nateekarn, K.Niramon",Expense,,,"8,850.00",,"8,850.00",,10/01/2025,"8,850.00","8,850.00",,,10/01/2025,,"8,850.00"
Naresuan University,12 MW,AT15,,Air Ticket to Naresuan Project DMK-PHS 9 Sep 2025,K.Nakkarin,Expense,,,"2,985.00",,"2,985.00",,10/01/2025,"2,985.00","2,985.00",,,10/01/2025,,"2,985.00"
Naresuan University,12 MW,AT16,,Air Ticket to Naresuan Project PHS-DMK 9 Sep 2025,K.Nakkarin,Expense,,,"3,950.00",,"3,950.00",,10/01/2025,"3,950.00","3,950.00",,,10/01/2025,,"3,950.00"
Naresuan University,12 MW,T1,,"FOOD & DRINK , HOTEL,OIL,OTHER",Kh Suraphol,Expense,,,"34,738.00",,"34,738.00",,10/01/2025,"34,738.00","34,738.00",,,10/01/2025,,"34,738.00"
Naresuan University,12 MW,T2,,"FOOD & DRINK , 25-9-67",Kh.Suraphol,Expense,,,"2,285.00",,"2,285.00",,10/01/2025,"2,285.00","2,285.00",,,10/01/2025,,"2,285.00"
Naresuan University,12 MW,T3,,HOTEL Rental 23-9-67,Kh.Suraphol,Expense,,,500.00,,500.00,,10/01/2025,500.00,500.00,,,10/01/2025,,500.00
Naresuan University,12 MW,T4,,HOTEL Rental 25-9-67,Kh.Suraphol,Expense,,,800.00,,800.00,,10/01/2025,800.00,800.00,,,10/01/2025,,800.00
Naresuan University,12 MW,T5,,HOTEL Rental 26-9-67,Kh.Suraphol,Expense,,,690.00,,690.00,,10/01/2025,690.00,690.00,,,10/01/2025,,690.00
Naresuan University,12 MW,T6,,HOTEL Rental 27-9-67,Kh.Suraphol,Expense,,,690.00,,690.00,,10/01/2025,690.00,690.00,,,10/01/2025,,690.00
